MasVnrArea,SaleType_WD,OverallQual,OverallCond,ExterQual_Gd,ExterCond_Fa,BsmtUnfSF,BsmtFinType1_LwQ,LotArea,YearBuilt,BsmtFinSF1,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
337.0,True,8,5,True,False,983,False,10678,1992,700,9,2,541,285000
0.0,True,5,5,False,False,218,False,6951,1984,658,5,1,264,119500
0.0,True,6,8,False,False,350,False,3950,1926,468,5,1,210,115000
0.0,True,5,6,False,False,731,False,7681,1921,0,7,1,186,154900
0.0,True,5,5,False,False,0,False,8335,1954,0,5,0,0,93000
0.0,True,7,5,False,False,0,True,11170,1990,1216,8,2,693,250000
186.0,False,8,5,False,False,120,False,5587,2008,1480,5,2,482,392500
0.0,True,10,5,True,False,300,False,15623,1996,2096,10,3,813,745000
0.0,True,5,6,False,False,299,False,10800,1920,821,5,2,720,120000
226.0,True,5,4,False,False,413,False,35133,1963,1159,5,3,995,186700
0.0,True,5,7,False,False,392,False,9738,1924,392,7,1,392,104900
0.0,True,3,5,False,False,538,False,10615,1900,440,7,2,420,95000
0.0,True,8,5,True,False,168,False,12461,1994,1456,5,3,757,262000
95.0,True,7,5,True,False,831,False,8935,2002,0,7,2,493,195000
0.0,True,7,5,False,False,994,False,7500,1999,0,7,2,442,189000
149.0,True,4,4,False,False,90,False,32463,1961,1159,7,4,1356,168000
456.0,True,8,5,True,False,776,False,2645,1999,0,5,2,492,174000
0.0,True,5,8,False,False,702,False,9600,1925,0,6,1,250,125000
425.0,True,6,5,False,False,341,False,4500,1999,883,5,2,402,165000
143.0,True,6,7,False,False,292,False,9364,1969,371,7,1,299,158000
0.0,True,6,5,False,False,728,False,8029,2005,0,8,2,400,176000
0.0,False,7,5,True,False,879,False,14054,2006,0,9,3,660,219210
0.0,False,7,6,False,False,815,False,8850,1916,0,7,1,225,144000
0.0,True,7,5,True,False,1212,False,9100,2001,0,6,2,573,178000
51.0,True,4,5,False,False,504,False,11235,1963,547,6,2,459,148000
0.0,False,4,5,False,False,864,False,9353,1970,0,5,1,280,116050
0.0,True,7,5,False,False,866,False,10400,1998,0,6,2,546,197900
0.0,True,5,8,False,False,884,False,6000,1925,0,5,1,216,117000
171.0,True,7,5,True,False,1630,False,9750,2000,0,6,2,451,213000
0.0,True,5,6,False,False,268,False,10140,1975,788,6,2,495,153500
234.0,True,7,7,True,False,1496,False,14684,1990,485,7,3,701,271900
0.0,True,4,4,False,False,0,False,8900,1966,1056,5,1,384,107000
120.0,True,6,5,True,False,1342,False,9135,2003,340,7,2,544,200000
0.0,True,5,7,False,False,319,False,7763,1962,504,6,2,506,140000
420.0,False,8,5,True,False,440,False,10182,2006,1220,8,2,500,290000
0.0,True,6,5,True,False,1055,False,11218,1992,0,8,2,462,189000
0.0,True,8,7,True,False,132,False,12134,1988,427,8,2,492,164000
0.0,True,4,6,False,False,328,False,9340,1941,344,4,1,234,113000
0.0,True,4,9,False,False,0,False,10246,1965,648,3,1,364,145000
0.0,True,5,5,False,False,141,False,10205,1962,784,6,1,300,134500
0.0,True,5,5,False,False,340,False,7094,1966,180,5,1,384,125000
0.0,True,6,5,False,False,0,False,8930,1978,0,8,2,539,112000
72.0,False,8,5,True,False,364,False,8640,2009,936,6,2,552,229456
0.0,True,4,5,False,False,0,False,6240,1947,0,3,0,0,80500
236.0,True,6,5,False,False,672,False,1680,1971,0,7,0,0,91500
0.0,True,5,5,False,False,0,False,7800,1964,312,5,1,288,115000
0.0,True,5,5,False,False,210,False,8250,1968,250,5,1,322,134000
320.0,True,6,6,False,False,844,False,10496,1949,196,7,1,315,143000
44.0,True,5,3,False,False,1380,True,10680,1951,756,7,2,528,137900
0.0,True,7,5,True,False,64,False,15384,2004,724,8,2,388,184000
63.0,True,6,8,False,False,81,False,10482,1958,507,6,1,264,145000
74.0,True,6,5,True,False,894,False,14598,2007,0,9,3,668,214000
300.0,True,5,8,False,False,317,False,8872,1965,595,5,2,576,147000
766.0,False,9,5,False,False,162,False,8769,2008,1540,7,3,1052,367294
0.0,True,5,5,False,False,409,False,7910,1960,666,7,1,404,127000
1.0,True,5,5,False,False,652,False,18890,1977,498,12,2,600,190000
120.0,True,5,6,False,False,303,False,7728,1962,803,6,2,540,132500
0.0,True,4,5,False,False,0,False,9842,1962,0,6,2,462,101800
180.0,False,5,5,False,False,188,False,12160,1959,1000,6,2,531,142000
0.0,True,5,6,False,False,940,False,8525,1911,0,7,0,0,130000
0.0,True,5,5,False,False,747,False,13132,1914,0,9,1,180,138887
106.0,True,7,5,True,False,764,False,2628,2003,0,6,2,474,175500
0.0,True,7,5,True,False,847,False,12393,2004,0,8,2,434,195000
0.0,True,6,5,True,False,1141,False,13072,2005,0,6,2,484,142500
32.0,True,8,5,True,False,1048,False,9037,2006,428,6,2,472,265900
252.0,True,7,5,True,False,334,False,8158,2003,550,8,2,543,224900
0.0,False,7,6,True,False,1689,False,9849,2007,0,7,3,954,248328
81.0,True,7,6,False,False,0,False,10625,1974,885,6,2,528,170000
0.0,False,10,5,False,False,690,False,13891,2006,1386,7,3,850,465000
0.0,True,8,7,False,False,792,False,11435,1929,0,7,2,400,230000
74.0,True,6,7,False,False,585,False,12090,1984,0,7,2,477,178000
0.0,False,7,5,True,False,756,False,8125,2005,0,6,2,615,186500
335.0,True,6,5,False,False,473,False,12328,1976,539,6,3,888,169900
0.0,True,6,5,False,False,416,False,9600,1917,319,8,2,396,129500
0.0,True,5,7,False,False,246,False,7200,1950,534,6,1,276,119000
0.0,True,7,5,True,False,1045,False,11160,1968,1065,8,2,522,244000
163.0,True,7,5,True,False,1405,False,3136,2003,0,6,2,478,171750
0.0,True,5,6,False,False,354,False,9858,1968,510,5,1,288,130000
0.0,True,7,7,True,False,36,True,17542,1974,125,9,2,518,294000
92.0,True,7,5,True,False,746,False,6931,2003,0,7,2,397,165400
0.0,True,6,6,False,False,459,True,6240,1931,425,6,1,560,127500
554.0,True,8,5,True,False,672,False,14303,1994,1314,7,2,691,301500
0.0,True,5,8,False,False,864,False,4060,1922,0,4,0,0,99900
182.0,True,7,5,True,False,201,False,9587,2005,655,5,2,400,190000
0.0,True,6,8,False,False,14,False,9750,1969,602,6,2,460,151000
0.0,True,6,5,False,False,841,False,24682,1999,0,7,2,502,181000
0.0,True,5,6,False,False,546,False,9600,1956,504,5,1,338,128900
0.0,True,4,5,False,False,1104,False,11250,1957,0,8,1,304,161500
0.0,True,6,6,False,False,764,False,13515,1919,0,8,2,520,180500
0.0,False,6,5,True,False,1139,False,4060,1998,266,5,2,511,181000
218.0,True,7,5,True,False,241,False,3735,1999,450,6,2,506,183900
0.0,True,7,4,False,False,925,False,10120,1910,0,9,1,308,122000
0.0,True,9,5,False,False,2002,False,13214,2008,0,10,3,746,378500
632.0,True,8,9,False,False,536,False,14100,1935,192,11,3,1014,381000
180.0,True,5,5,False,False,414,False,11344,1958,460,7,1,315,144000
0.0,True,7,6,True,False,74,False,23595,1979,1258,4,2,586,260000
0.0,True,6,7,False,False,1489,False,9156,1968,0,7,2,462,185750
114.0,True,5,6,False,False,0,False,13526,1965,560,5,1,288,137000
84.0,True,6,7,False,False,300,False,11512,1959,719,5,1,312,177000
0.0,True,5,6,False,False,661,False,5362,1910,0,8,2,552,139000
567.0,True,5,5,False,False,708,False,11345,1948,220,10,2,400,137000
0.0,True,6,6,False,False,130,False,12936,1972,593,6,2,497,162000
359.0,True,6,5,False,False,1152,False,17871,1967,528,7,2,480,197900
0.0,True,8,5,True,False,324,False,9473,2002,804,7,2,577,237000
0.0,False,4,4,False,False,698,False,7500,1920,0,6,2,528,68400
110.0,True,7,5,True,False,785,False,9808,2002,788,6,2,544,227000
54.0,True,7,5,False,False,256,False,8049,1990,1053,6,2,484,180000
0.0,True,5,7,False,False,364,True,8800,1977,532,5,2,484,150500
0.0,True,6,5,False,False,912,False,9400,1971,0,8,0,0,139000
0.0,True,6,7,False,False,804,False,9638,1919,0,10,1,336,169000
0.0,True,6,6,False,True,780,False,6000,1939,0,6,1,280,132500
451.0,True,6,5,False,False,678,False,9790,1963,569,6,2,528,143000
621.0,True,5,5,False,False,812,False,36500,1964,812,7,2,390,190000
0.0,True,8,5,True,False,343,False,5664,2000,1158,5,2,499,278000
788.0,False,8,5,True,False,1085,False,11065,2006,0,8,3,753,281000
86.0,True,5,7,False,False,138,False,14112,1964,1014,6,2,484,180500
268.0,True,5,7,False,False,399,False,1680,1972,231,6,1,264,119500
0.0,True,5,4,False,False,994,False,6600,1892,0,11,1,432,107500
0.0,True,7,5,False,False,638,False,10140,1976,194,8,2,528,162900
0.0,True,5,7,False,False,697,False,8172,1955,167,5,2,572,115000
168.0,True,5,5,False,False,36,False,8400,1968,1016,5,1,288,138500
148.0,True,5,6,False,False,344,False,8700,1963,776,6,2,525,155000
82.0,False,6,5,False,False,0,False,3675,2005,547,5,2,525,140000
796.0,False,10,5,False,False,466,False,63887,2008,5644,12,2,1418,160000
0.0,True,5,7,False,False,0,True,7500,1959,340,6,1,305,154000
344.0,True,7,5,True,False,284,False,10762,1999,694,9,2,490,225000
0.0,True,6,7,False,False,224,False,7500,1942,547,7,1,213,177500
391.0,True,8,5,True,False,425,False,10120,1994,740,8,3,844,290000
228.0,True,7,5,True,False,1616,False,8688,2005,0,7,3,834,232000
117.0,True,7,5,True,False,976,False,3363,2004,0,7,2,380,130000
300.0,True,9,5,True,False,80,False,13173,2006,1572,6,2,840,325000
94.0,False,7,5,True,False,1368,False,6955,2005,0,6,2,474,202500
0.0,True,5,5,False,False,244,False,8072,1994,746,5,2,480,138000
0.0,True,5,7,False,False,172,False,12000,1948,144,6,2,528,147000
88.0,True,6,5,False,False,78,False,7153,1991,1200,6,2,496,179200
0.0,True,7,8,True,False,496,False,17500,1959,1406,7,2,567,335000
80.0,False,7,5,True,False,349,False,8814,2005,925,6,2,508,203000
336.0,True,8,5,True,False,971,False,9572,1990,482,9,2,750,302000
165.0,True,9,5,True,False,1393,False,14774,1999,0,10,3,779,333168
0.0,True,4,6,False,False,216,False,8190,1954,732,5,1,280,119000
0.0,True,6,5,False,False,176,False,11075,1969,500,9,2,576,206900
270.0,True,8,5,True,False,1622,False,10226,2008,0,8,3,860,295493
0.0,False,7,5,True,False,1352,False,4230,2006,0,5,2,466,208900
178.0,True,8,5,True,False,1753,False,14781,2001,0,7,3,748,275000
132.0,True,4,5,False,False,372,False,10215,1954,492,5,1,248,111000
0.0,True,6,3,False,False,628,False,8400,1957,189,6,2,442,156500
0.0,True,3,6,False,False,0,False,6627,1949,0,4,1,287,72500
0.0,True,7,5,True,False,76,False,10186,1992,674,8,2,564,190000
0.0,True,4,7,False,False,140,True,5330,1940,280,5,0,0,82500
428.0,False,8,5,True,False,1795,False,9986,2006,0,7,3,895,147000
0.0,True,4,4,False,False,796,False,3636,1922,0,5,0,0,55000
0.0,True,3,6,False,False,0,False,4270,1931,544,6,0,0,79000
0.0,True,5,9,True,False,175,False,6600,1982,641,5,1,264,130500
0.0,True,6,7,True,False,1017,True,10440,1920,493,8,2,520,256000
0.0,True,7,5,False,False,935,False,9084,1998,0,8,2,462,176500
410.0,True,8,5,True,False,1588,False,10000,2006,0,7,3,825,227000
0.0,True,5,5,False,False,428,False,10780,1976,483,6,2,576,132500
0.0,True,4,6,False,False,126,False,8877,1938,690,3,1,288,100000
0.0,True,5,6,False,False,803,False,7200,1938,0,6,1,297,125500
312.0,True,5,6,False,False,0,True,2368,1970,765,7,2,440,125000
360.0,True,6,5,False,False,664,False,9650,1977,686,6,2,630,167900
564.0,True,5,5,False,False,1656,False,9246,1973,0,8,2,506,135000
0.0,True,4,4,False,False,693,False,4118,1941,0,4,0,0,52500
0.0,True,7,5,True,False,216,False,13450,2002,700,8,2,492,200000
0.0,True,5,7,False,False,504,False,9560,1972,360,5,1,288,128500
0.0,True,4,5,False,False,858,False,8294,1971,0,5,4,480,123000
0.0,True,6,5,False,False,300,False,13695,2003,814,6,2,576,155000
149.0,True,8,5,True,False,1284,False,9375,2002,0,7,2,647,228500
0.0,True,6,6,False,False,896,False,7558,1928,0,9,2,342,177000
0.0,False,7,5,True,False,728,False,11103,2006,0,8,2,440,155835
0.0,True,4,4,False,False,710,False,6000,1920,250,5,1,308,108500
0.0,True,7,7,False,False,1203,False,20781,1968,297,9,2,508,262500
100.0,False,8,5,True,False,1652,False,15306,2006,80,7,3,712,283463
0.0,True,7,5,True,False,39,False,16196,1998,1443,5,2,514,215000
0.0,True,8,5,False,False,425,True,5250,1872,259,8,0,0,122000
368.0,True,5,5,False,False,748,True,11643,1969,500,12,4,968,200000
318.0,True,6,6,False,False,539,False,9247,1962,319,8,2,490,171000
0.0,True,6,9,True,False,698,False,6000,1937,0,4,2,624,134900
579.0,True,8,5,True,False,1217,False,14720,1995,816,9,3,666,410000
0.0,True,7,5,True,False,257,False,10316,2000,735,7,3,839,235000
143.0,True,7,6,False,False,570,False,10192,1968,0,8,2,487,170000
65.0,True,5,5,False,False,524,False,9477,1966,340,5,1,264,110000
0.0,True,5,6,False,False,344,False,12537,1971,734,6,2,500,149900
216.0,True,6,5,True,False,378,False,2117,2000,378,5,2,440,177500
66.0,True,9,5,True,False,533,False,16737,2004,1447,8,3,770,315000
0.0,True,5,6,False,False,612,False,9842,1921,0,8,2,621,189000
16.0,True,7,5,True,False,256,False,16158,2005,1274,7,2,430,260000
0.0,True,4,4,False,False,715,False,12513,1920,0,7,1,368,104900
0.0,False,6,5,False,False,616,False,8499,2006,0,6,2,432,156932
0.0,True,7,5,True,False,600,False,3180,2005,0,4,2,480,144152
0.0,True,7,5,True,False,281,False,7500,2000,533,7,2,663,216000
158.0,True,7,5,True,False,240,False,9179,1999,633,7,2,588,193000
0.0,True,5,6,False,False,36,False,2665,1977,548,6,1,336,127000
170.0,True,6,5,True,False,163,False,4435,2003,685,4,2,420,144000
171.0,True,8,5,True,False,315,False,10635,2003,370,8,2,502,232000
0.0,True,4,6,False,False,420,False,5400,1920,315,6,1,338,105000
0.0,True,6,6,False,False,161,False,9600,1955,831,8,1,377,165500
0.0,True,7,6,False,False,133,False,9750,1998,975,8,2,583,274300
705.0,True,10,5,False,False,1351,False,11400,2001,1282,8,3,804,466500
0.0,True,7,5,True,False,1026,False,10625,2005,0,9,3,936,250000
80.0,False,8,5,True,False,1571,False,10991,2007,0,7,3,722,239000
0.0,True,6,5,False,False,384,False,6292,1930,384,4,1,160,91000
0.0,True,5,5,False,False,156,True,10998,1941,408,6,2,660,117000
408.0,True,6,5,False,False,174,False,1953,1973,309,5,1,264,83000
0.0,True,5,5,False,False,384,False,9735,2006,0,7,2,400,167500
0.0,True,3,3,False,True,661,False,8212,1914,203,5,1,200,58500
0.0,True,6,7,False,False,340,False,12925,1970,865,7,2,550,237500
0.0,True,7,7,False,False,596,False,7200,1920,0,8,2,576,157000
0.0,True,5,7,False,False,816,False,25339,1918,0,7,2,576,112000
0.0,True,6,5,False,False,356,False,9060,1939,204,6,1,280,105000
0.0,True,4,8,False,False,61,False,5436,1922,735,7,1,240,125500
184.0,True,7,5,False,False,133,False,16692,1978,790,12,2,564,250000
0.0,False,6,7,False,False,0,False,8520,1916,168,10,1,216,136000
160.0,True,9,5,False,False,426,False,14892,2006,1320,7,3,758,377500
0.0,True,6,6,False,False,360,False,6000,1941,375,6,2,440,131000
244.0,True,7,5,True,False,125,False,9100,2000,1400,6,2,541,235000
0.0,True,5,5,False,False,1584,False,8944,1967,0,8,3,792,124000
0.0,True,5,5,False,False,95,False,7838,1967,769,6,1,288,123000
0.0,True,6,7,False,False,482,False,10800,1905,0,7,2,672,163000
45.0,False,7,5,True,False,286,False,4045,2006,1070,6,3,648,246578
245.0,True,8,5,True,False,1094,False,12665,2005,0,9,3,642,281213
0.0,True,5,5,False,False,60,False,57200,1948,353,7,2,572,160000
0.0,True,5,8,False,False,939,False,6120,1920,0,8,1,180,137500
0.0,True,5,4,False,False,676,False,7200,1950,180,7,1,240,138000
0.0,True,6,6,False,False,712,False,6171,1925,264,7,1,216,137450
0.0,True,6,7,False,False,862,False,6000,1929,0,5,1,208,120000
0.0,True,6,5,False,False,80,False,7415,2004,759,8,2,398,193000
0.0,False,7,5,True,False,1286,False,6762,2006,0,6,2,662,193879
84.0,True,8,5,True,False,556,False,15256,2007,929,6,3,754,282922
0.0,True,3,4,False,False,672,False,10410,1915,0,6,3,936,105000
174.0,True,8,5,True,False,221,False,3842,2004,1373,5,2,482,275000
0.0,True,5,7,False,False,112,False,8445,1972,656,5,2,396,133000
0.0,True,5,5,False,False,208,False,8780,1985,625,5,0,0,112000
0.0,True,4,7,False,False,622,False,7740,1910,0,6,2,528,125500
123.0,True,7,6,False,False,791,False,20544,1986,0,7,2,542,215000
0.0,True,7,5,True,False,278,False,12420,2001,666,6,2,622,230000
0.0,True,6,8,False,False,736,False,9600,1950,120,6,1,271,140000
0.0,True,4,5,False,False,0,False,7200,1949,0,6,2,420,90000
366.0,False,8,5,True,False,868,False,10994,2005,976,7,2,620,257000
0.0,True,6,7,False,False,833,False,13053,1923,0,8,2,370,207000
130.0,True,7,5,True,False,398,False,3635,2007,988,7,3,660,175900
0.0,True,4,6,False,False,777,False,11340,1885,0,11,2,560,122500
731.0,True,8,5,True,False,503,False,16545,1998,781,7,3,1069,340000
0.0,False,5,5,False,False,247,False,9204,1963,25,6,1,336,124000
312.0,True,6,5,True,False,734,False,16381,1969,1110,7,2,540,223000
420.0,True,6,6,False,False,304,False,11700,1968,404,7,2,776,179900
0.0,True,6,5,False,False,709,False,4043,1977,360,4,2,440,127500
170.0,True,6,5,True,False,162,False,4435,2003,686,3,2,420,136500
0.0,True,6,7,True,False,697,False,19690,1966,0,8,2,432,274970
0.0,True,5,5,False,False,193,False,9503,1958,457,6,1,484,144000
243.0,True,6,6,True,False,1252,False,10721,1959,0,7,2,528,142000
448.0,True,7,5,True,False,223,False,10944,1994,1000,5,2,525,271000
0.0,True,5,6,False,False,333,False,10930,1945,580,6,1,288,140000
294.0,True,5,7,False,False,278,False,7200,1940,510,4,1,240,119000
310.0,True,6,7,True,False,762,False,12546,1981,678,7,2,467,182900
0.0,True,5,5,True,False,732,False,21930,2005,0,7,2,372,192140
0.0,True,6,6,False,False,0,True,4928,1976,958,5,2,440,143750
0.0,True,4,6,False,False,656,False,10800,1927,0,5,1,216,64500
318.0,True,6,5,False,False,936,False,10261,2000,0,8,2,451,186500
0.0,True,5,5,False,False,190,False,17400,1977,936,5,2,484,160000
237.0,False,6,9,True,False,1319,False,8400,1962,0,7,2,462,174000
0.0,True,4,6,False,False,248,False,9000,1971,616,5,2,528,120500
426.0,False,8,5,False,False,596,False,12444,2008,1336,7,3,774,394617
0.0,True,6,7,False,False,312,False,7407,1957,600,6,2,923,149700
96.0,True,7,6,False,False,114,False,11584,1979,315,6,2,550,197000
0.0,True,6,7,False,False,588,False,11526,1922,0,11,2,672,191000
147.0,True,6,5,True,False,151,False,4426,2004,697,3,2,420,149300
160.0,True,10,5,False,False,252,False,11003,2008,765,10,3,812,310000
0.0,True,6,6,False,False,952,False,8854,1916,0,4,1,192,121000
106.0,True,7,5,True,False,1422,False,8500,2004,0,7,2,626,179600
0.0,True,6,5,False,False,0,True,8400,1966,187,6,1,240,129000
189.0,True,5,7,False,False,595,False,26142,1962,593,6,1,312,157900
438.0,True,8,5,True,False,141,False,10000,1995,1079,8,2,556,240000
0.0,True,4,7,False,False,560,False,11767,1910,0,6,1,384,112000
0.0,True,5,7,False,False,77,False,1533,1970,553,3,0,0,92000
0.0,True,5,5,False,False,896,False,9000,1974,0,8,0,0,136000
194.0,False,8,5,True,False,1573,False,9262,2008,0,7,3,840,287090
80.0,True,5,5,False,False,0,False,3675,2005,547,5,2,525,145000
0.0,True,5,5,False,False,1140,False,17217,2006,0,6,0,0,84500
0.0,True,7,5,True,False,811,False,7500,2004,410,6,2,400,185000
0.0,True,6,5,False,False,953,False,7917,1999,0,7,2,460,175000
119.0,True,6,6,False,False,589,False,13175,1978,790,7,2,500,210000
0.0,True,7,9,False,False,877,False,9042,1941,275,9,1,252,266500
0.0,True,5,6,False,False,0,False,9717,1950,49,5,1,240,142125
0.0,True,5,6,True,False,136,False,9937,1965,830,6,1,276,147500
